Audio Path,Type of Current
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/AC/240812-153633_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123348_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123536_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123729_Audio/drums_louder_50.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-123916_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124041_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124213_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124337_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-124508_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130622_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-130812_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131031_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131305_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131445_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E6013/DC/240819-131621_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-110621_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-110621_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-112738_Audio/drums_louder_50.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113208_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113522_Audio/drums_louder_50.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-113827_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114015_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114209_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-114327_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115609_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_3mm/E7018/DC/240826-115807_Audio/drums_louder_5.wav,DC
